Title,Platform,Userscore,Comment
Destiny 2,PlayStation4,6,"Whatever your opinion is on Bungie's IP Destiny, the fact is that as a self described FPS looter shooter, Destiny 2 fails. This has become more and more apparent to gamers in passing years with  competition coming into the genre's market; the Division, Warframe, etc. Of course the most important and clear flaw with this sequel is its regression from the first game, largely due to continuedWhatever your opinion is on Bungie's IP Destiny, the fact is that as a self described FPS looter shooter, Destiny 2 fails. This has become more and more apparent to gamers in passing years with  competition coming into the genre's market; the Division, Warframe, etc. Of course the most important and clear flaw with this sequel is its regression from the first game, largely due to continued mismanagement and bad decision making on the part of Bungie. Supposedly there was only an 18 month period for the rollout of the now sequel. This would explain the complete lack of content and loss of essential features that were available in year 3 Destiny 1, coming into D2. Also an over use of previous assets, reused content, no variation in enemy types, no new subclasses, and all around no justification for a new release. For any veteran Destiny player, this was not as much a surprise knowing the state that D1 was released in. The release of Destiny 2, however, was an even more egregious sin, being that Bungie had 3 years behind their belt in the form of player feedback for D1, and clear improvements made over the games lifespan. This was not a whim of ignorance, but rather a deliberate manipulation of the player base into believing that Bungie had their best interests in mind. Every action taken in making this sequel was to fatten Bungie's wallets and pull back the amount of work that the developer had to roll out, to the detriment of the player base. Coming into yr2 of D2, the game will potentially be back to its former glory after a year of catching up, Bungie being millions of dollars richer in the process. Shame on them."
Call of Duty: Black Ops III,PlayStation4,4,"This has to be one of the worst Call of Duties ever. Don't bother purchasing this game, sad to see the Call of Duty franchise die but it is what it is. Poor game."
Horizon Zero Dawn,PlayStation4,10,"This game is super. With unique gameplay, magnificent graphics and a brilliant story to tell. It's a world you want to get lost in, a journey you would never forget. From the visuals to the audio, the creative and addictive combat system to the brilliant story; there is nothing wrong with this game. There's so much to discover in this open-world sci-fi game. The best RPG of the year andThis game is super. With unique gameplay, magnificent graphics and a brilliant story to tell. It's a world you want to get lost in, a journey you would never forget. From the visuals to the audio, the creative and addictive combat system to the brilliant story; there is nothing wrong with this game. There's so much to discover in this open-world sci-fi game. The best RPG of the year and one of the best of all time. Excellent work from Guerrilla Games."
The Witness,PlayStation4,10,"The Witness has been on my radar ever since the announcement of the PlayStation 4.  Right away the bold and colorful world grabbed my attention.  The crazy thing, this entire world is based purely around solving puzzles.  It was quite a bold idea, especially making such a extreme departure from the Jonathan's Blow last game Braid.  The development cycle was long but well worth theThe Witness has been on my radar ever since the announcement of the PlayStation 4.  Right away the bold and colorful world grabbed my attention.  The crazy thing, this entire world is based purely around solving puzzles.  It was quite a bold idea, especially making such a extreme departure from the Jonathan's Blow last game Braid.  The development cycle was long but well worth the wonderfully polished game that was the result.  Built upon a beautiful island, The Witness is a very challenging and rewarding puzzle game that will simulate your brain for hours on end.The concept seems simple enough.  Scattered around this island is hundreds of panels.  All these panels having a starting point and an ending point.  Its your job to draw a line to connect the two ends.  The challenge is each section of puzzles will throw different obstacles at you.  Just to give  couple examples; this could include separating blocks of different colors, matching up sets of circles, to making specific shapes as you draw your line.  When you enter a new area you'll usually find a sets of five side by side panels that function as tutorials.  This game will never tell you what to do, it instead relies one you to be smart enough to progress.This game is deceptively straight forward.  There is so much more to this game then just walking from one panel to the next.  There are a series of well hidden bonus puzzles tied to the mysterious black monoliths scattered around the island.  One of my favorite things I found was the movie theater.  The theater itself isn't too difficult to open but you'll need to have truly mastered the various puzzle elements to find the movies.  A boat is available to take you around the island and may help you notice things you may not have seen before.The amazing artwork combined with the island setting really sets the mood for this game.  You really start to feel like your on a luxurious island retreat.  Pillows and couches can be found lying about inferring that the challenge of these puzzles my make one self tired over time.  Various ledges and buildings will give you breath taking views of the island.  It amazing to see this huge island you've spent hours exploring and conquering seem so shrunken from up high.  Those who crave exploration will want to explore every nook and cranny of this world for its abound with secrets.I you like to challenge yourself and test your intellect you need to play this game!  The puzzles are numerous and the different sections of the game are superbly designed.  In each area they'll start you off with fairly straight forward puzzles and slowly add more complexity.  By the time you get to the end of a section you'll be amazed at the crazy things you've able to accomplish.  If the puzzles weren't rewarding enough every secret you find will bring a burst of joy and excitement.  The incredibly high ceiling of challenge with no written or spoken tips means that this game isn't for everybody but those who can keep their cool will find a wonderful sense of accomplishment playing through this game."
God of War,PlayStation4,2,"I stopped playing the game shortly after the ""AMAZING FIRST BOSS"" because I was too bored with the story and gameplay to go on. The game is very much clinging to the coattails of TLoU, which had the same cheap gimmick (hard-boiled action-dad and his spunky kid) but much, much better writing. I only gave the game a chance in the first place because critics claimed it did somethingI stopped playing the game shortly after the ""AMAZING FIRST BOSS"" because I was too bored with the story and gameplay to go on. The game is very much clinging to the coattails of TLoU, which had the same cheap gimmick (hard-boiled action-dad and his spunky kid) but much, much better writing. I only gave the game a chance in the first place because critics claimed it did something interesting with Norse mythology. However, I found Kratos' son, Atreus, to be an annoying dispenser of Cliff's Notes and the first boss (who WOULD NOT SHUT UP) to be just another in a long line of GoW pro-wrestlers. Seriously, the first boss was terribly-written.The fluid, button-mashing combat that the GoW series is known for is gone in this entry. The camera is too close, attacks too slow, and errors too costly. Combat is slow, walking is slow, everything about the game is just too slow. The game world is beautifully designed but could not save me from being bored by the story and combat. This entry of the series claims to be a mature reinvention of a notoriously campy (despite its subject matter) series. GoW (2018) takes itself much too seriously to still have WWE-reject bosses. Games writers need to push themselves harder to make the actions of their characters (even when motivations are concealed) more realistic. It is good to be different and I am always hopeful to be engaged by a great story and interesting characters, but this game doesn't have any of that for me. I hated the gameplay, was not inspired by the story, and was unmoved by the characters."
The Last of Us Remastered,PlayStation4,10,"I never thought that a game would make me so well, the story and the beauty of this game made me want to play without stopping, just fell in love, this among the best games I've ever played, I never get tired of playing, this game is a work of art"
God of War,PlayStation4,10,"Enjoyed the ""HELL OUT OF THIS GAME"". From graphics, story, gameplay, and soundtrack it been an amazing experience so far. It's already a GOTY contender for me. Don't know why some people criticizing it, probably bcoz of some reasons :1- Has some cinematic experience  LIke THE LAST OF US2- They are XBOX salty crap fans3- I KNOW it's NOT EVERYONE TASTEIt Has change a lot from itsEnjoyed the ""HELL OUT OF THIS GAME"". From graphics, story, gameplay, and soundtrack it been an amazing experience so far. It's already a GOTY contender for me. Don't know why some people criticizing it, probably bcoz of some reasons :1- Has some cinematic experience  LIke THE LAST OF US2- They are XBOX salty crap fans3- I KNOW it's NOT EVERYONE TASTEIt Has change a lot from its predecessor. People should understand that the generation of the gaming won't remains same. Sooner or later time will show them.  But all & all I don't care about the negative comment given or going to give about this game.Already finished this game. NO FAULT FOUND perfect 10 out of 10 for me. TRULY A MASTERPIECE OF THIS GENERATION."
Persona 5,PlayStation4,10,"Persona 5 is one of (if not the) most stylish games I have ever played. I'm an RPG fan though I'm fairly new to JRPGs having only begun delving into them for the past year with various Final Fantasy games and I also played Persona 4 Golden. Persona 5 builds upon the combat in P4G and adds interesting features like the ability to negotiate with personas all in a way that doesn't feelPersona 5 is one of (if not the) most stylish games I have ever played. I'm an RPG fan though I'm fairly new to JRPGs having only begun delving into them for the past year with various Final Fantasy games and I also played Persona 4 Golden. Persona 5 builds upon the combat in P4G and adds interesting features like the ability to negotiate with personas all in a way that doesn't feel contrived in the slightest. I've spent most of my 150+hrs playing this game going ""ooo"" and ""ahhh"" at how beautiful it is, how much I fell in love with the characters and at how quickly the time went when playing it. I feel the length of the palaces (aka dungeons) may be off putting to some but on the whole they are interesting and have unique puzzles. My favourite aspect of the game is the velvet room/persona fusing and this is much more fun for me in P5 than P4 due to the ease of the menu layouts. I've just finished this game and I think it's damn high quality for money. Atlus haven't disappointed and there's a lot to discover with P5."
Pro Evolution Soccer 2016,PlayStation4,10,pes 16 is the best football ive ever played..the fluid football that this game plays is on another planet and the link up play 1 2 pass just reminds me of pes 6..the gfx are great the goals are stunning and the new commentary is a step up and i really enjoy it..the keepers are very good also and will come rushing out make  cracking saves and sometimes follow up with a 2nd and a 3rd..if youpes 16 is the best football ive ever played..the fluid football that this game plays is on another planet and the link up play 1 2 pass just reminds me of pes 6..the gfx are great the goals are stunning and the new commentary is a step up and i really enjoy it..the keepers are very good also and will come rushing out make  cracking saves and sometimes follow up with a 2nd and a 3rd..if you like the pes of old this game will rock ya world and you will be jumping up n down when you score or just miss by narrow margins..overall this game is amazing and fifa cannot compare in anyway besides maybe presentation..i give this game a 10 and next year i think if they can improve on this masterpiece ill give pes 17 a 12!!
Wolfenstein II: The New Colossus,PlayStation4,9,"Ok this game was undeniably interesting, even if its sub-plots and overall conclusion doesn't quite land, what makes it stand out is how it manages to make you care about its characters, the overall story feels very flawed, but certainly takes you to cool locations and situations, with the most non sensical yet foreshadowed moment that is, though definitely not possible, at least veryOk this game was undeniably interesting, even if its sub-plots and overall conclusion doesn't quite land, what makes it stand out is how it manages to make you care about its characters, the overall story feels very flawed, but certainly takes you to cool locations and situations, with the most non sensical yet foreshadowed moment that is, though definitely not possible, at least very bizarre and fascinating to see and splitting the already interesting time line mechanic into a three way choice too.Every weapon in this game has a certain meaty punch to them, with a decent perk and upgrade system to go with them. Overall, despite what people say, there is plenty of gameplay here and machine games has included side operations too, as a sort of shield from complaints that its too short, and they work fine if just readjustments to the same maps in the world.Looking back on this game overall, I was in constant state of enjoyment, and that I cannot deny, there are very mixed opinions in terms of users for this game, and all i can say is you might hate it or love it. But its certainly worth finding out, because this game is surprisingly creative."
Uncharted 4: A Thief's End,PlayStation4,6,"Not really my kind of game but gave it a try after my friend insisted me to play the series. The graphics are grate and the story was alright but the game play isn´t anything special and there is no reason for you to explore the maps except for maybe some trophy. No useful items or anything like that to be found. In that aspect this is quite a shallow experience for me, no depth at all.Not really my kind of game but gave it a try after my friend insisted me to play the series. The graphics are grate and the story was alright but the game play isn´t anything special and there is no reason for you to explore the maps except for maybe some trophy. No useful items or anything like that to be found. In that aspect this is quite a shallow experience for me, no depth at all. All i wanted to do was to rush trough the game play parts so i could finish the story. Think this game is shiny on the outside but lacks depth."
Far Cry 5,PlayStation4,7,"More issues than a 70yo Dog. Cool gun play even if the selection is limited and for some reason they will sell you a gun with another skin before you can earn the gun with the skin the story likes? Side activities are more fun that most of the game, not to mention the lack of your character development. Map editor is weird with its item placement and multiplayer is very basic, but they getMore issues than a 70yo Dog. Cool gun play even if the selection is limited and for some reason they will sell you a gun with another skin before you can earn the gun with the skin the story likes? Side activities are more fun that most of the game, not to mention the lack of your character development. Map editor is weird with its item placement and multiplayer is very basic, but they get you in with weekly rewards. Air combat sucked pretty hard and more than a few times i had mission important AI's wonder off or just fall through the world. The draw distance is the worst i have ever seen on a ps4 pro and dont even try to hit the driver out of a moving vehicle without a great zoom."
Far Cry 4,PlayStation4,8,"This game is an above-average open-world first person shooter with a few negligible flaws. This game and GTA5 both competed for my gaming attention for weeks but eventually this one has become the one I'm playing more often....for now, anyway.If there is any one notable thing that can be said about FC4 it's that it's not too different from Far Cry 3, which is a good game as well.This game is an above-average open-world first person shooter with a few negligible flaws. This game and GTA5 both competed for my gaming attention for weeks but eventually this one has become the one I'm playing more often....for now, anyway.If there is any one notable thing that can be said about FC4 it's that it's not too different from Far Cry 3, which is a good game as well. However, you hated FC3 this game is not for you."
Pro Evolution Soccer 2016,PlayStation4,10,"Most want to know PES or Fifa.  PES 16 hands down is the game this year.  I am a longtime Fifa player and although I enjoy all the licensed content as well as FUT it still doesn't stack up.  Fifa has continued to release the same game year in and out with only small improvements along the way.  PES 16 was a breath of fresh air to footy sims and if your looking for something truly differentMost want to know PES or Fifa.  PES 16 hands down is the game this year.  I am a longtime Fifa player and although I enjoy all the licensed content as well as FUT it still doesn't stack up.  Fifa has continued to release the same game year in and out with only small improvements along the way.  PES 16 was a breath of fresh air to footy sims and if your looking for something truly different you have to check it out.  Plus there are a number of PES community sites that you can get the authentic kits, leagues, players.  Don't be swayed by the fact it takes a little more work than opening the box and playing it's more than worth your time in the end."
Middle-earth: Shadow of Mordor,PlayStation4,8,"Shadow of Mordor could be epic, and most of the time feels like its heading in that direction, but then....just isn't. The game does a lot of things right, and a lot of things that other games don't do. To judge a book by its cover Shadow of Mordor looks great, and once you dive in it is great. However, the game is held back later on by a lack of impact and replayability.Shadow ofShadow of Mordor could be epic, and most of the time feels like its heading in that direction, but then....just isn't. The game does a lot of things right, and a lot of things that other games don't do. To judge a book by its cover Shadow of Mordor looks great, and once you dive in it is great. However, the game is held back later on by a lack of impact and replayability.Shadow of Mordor looks great. I wasn't blown away by the technical prowess of the graphics, but everything looks sharp. The character models are well done, combat animations are fun to watch and the world looks, for the most part, realistic. The blood and guts gore adds to the oppressive tones of the title, though does go a bit far. Its only the second time my wife has asked me not to play a game in front of her (the other being the original The Darkness). There are plenty of games out there I wouldn't play in front of children, but there are far fewer I wouldn't feel comfortable playing with other adults around, and this one crosses that line at times. The gore isn't sadistic nor necessarily over the top, but it is frequent and bloody. The voice acting and sound are solid and add to the experience. There were no characters or enemies that sounded out of place or had poor acting, and the main cast was solid from start to finish. Overall, a solid start to finish presentation that won't blow you away, unless you love seeing gore, but has a high floor that doesn't disappoint.The gameplay is where the game shines. The combat is fun, fluid and gets better as you level up so it doesn't stagnate. I would compare the gameplay favorably to the Batman Arkham series (which I enjoy) but my friends equate it to the Assassin's Creed games (which they enjoy). As you level you gain a sense of power slowly but surely. Where a few weak enemies early in the game would quickly kill you, by the end of the game you are able to easily dispatch even the most powerful enemies you come across. The world is easy to navigate and rarely becomes frustrating, save for the times you want to just get a certain collectible but have to cut through a horde of enemies to collect it. The stealth is fun, if a bit clunky. Once you figure the system out it becomes simple to stealth through areas sniping enemies with the bow, but there's always that sense of suspense as a horde of enemies can come crashing down if you make a wrong move. The minigames are varied and fun, ranging from stealth assassinations to last stand type situations with your bow to freeing prisoners through whatever means are available. They can become frustrating later on in the game as there are no checkpoints, so if you fail you have to start over. This can be even worse for the stealth minigames as you can make a mistake so easily.This may be a small spoiler, but to anyone who has watched a trailer for the game you will know the end goal of the game is army building. To take over Sauron's army by controlling their minds and turning them against him. This was what made me want to play the game so badly. Be able to build an army and take it into combat. It's extremely fun and rewarding to find the captains you want and take control of them. You are then able to assist them on the missions they undertake, much like you are able to hinder enemy captains as they undertake missions. The problem is it doesn't really do you a lot of good. Yes, it's fun to get into a brawl and have an ally captain come with his small group of soldiers to aid you, but the problem is that it's not really all that useful. Captains will be where they are and you can't command them anywhere else. And the commands you can give them are very limited and don't allow for a lot of strategy beyond trying to position captains you control to become a warchief. Once they are warchiefs they become slightly more useful, but only as a means to kill off enemy captains. The one really annoying hiccup I did run into with the system was if you control enough captains the game feels hollow, as there aren't anything besides basic enemies to fight and not a lot to do with the captains you do control. Army building is extremely fun and rewarding until you realize that it's not really all that useful in the grand scheme of the game, though by that point you'll be powerful enough to rip through any enemy that comes across you. You have an army, which is fun, but it's an army that just wanders around.Shadow of Mordor is fun, rewarding and does a lot of things right. The floor is high as everything is done well. Unfortunately there are enough issues to keep the game from being epic. I would equate Shadow of Mordor to a book that draws you in, makes you want to keep going, makes you invested in the characters and then just....kind of peters out. The game is spent doing a lot of fun things, that make you invested in what's going on, only to surprise by just kind of ending without great resolution or impact."
Fallout 4,PlayStation4,4,"The game is disappointing. The story is very predictable, missions are boring and do not make sense most of the time. Regardless of decisions or path you take the ending is the same. Very disappointing."
Wolfenstein II: The New Colossus,PlayStation4,10,"Amazing game. Amazing gameplay, fps mechanics and story. Love the way they've managed to balance story progression with some great action. All the negative reviews come from butt hurt Nazis."
Monster Hunter: World,PlayStation4,10,"A masterfully crafted hunting experience that doesn't sacrifice it's humor, soul or high standards of difficulty to appease casual western audiences. The monster hunter series has always been simultaneously cheerful, whimsical and almost playful while throwing you into the gaping jaws of massive behemoths that will rip you limb from limb. This game isn't the grim-dark saga that mostA masterfully crafted hunting experience that doesn't sacrifice it's humor, soul or high standards of difficulty to appease casual western audiences. The monster hunter series has always been simultaneously cheerful, whimsical and almost playful while throwing you into the gaping jaws of massive behemoths that will rip you limb from limb. This game isn't the grim-dark saga that most western audiences may have come to expect but when you get cornered by a dragon you can't hope to defeat, the fear you will feel will be palpable and you will feel smaller than you ever thought you could outside of a FromSoftware title.But this is intentional, as the themes of this series have always been; overcoming challenges, becoming truly skilled and actually being a badass. You will start by getting decimated by a horrifying beast only to come back hours later wearing the skins of your previous kills to slaughter that same beast you used to fear. This character progression isn't told through cut-scenes; it happens directly to you, the player. The rewarding, empowering sensation is one that has to be felt to understand and is addictive by nature which is why these games are designed to be played for ages.If you want to take a dive into a profoundly deep game that will keep you coming back for hundreds and hundreds of hours, then this game is absolutely for you. If you take the time to learn how the game systems work and how the mechanics impact the gameplay and monster battles you will find a level of complexity and depth that is almost without equal. This game feels alive, the environments are hostile and the monsters will not pull their punches. But if you want to experience an action rpg with heart, soul and depth then look no further because this is amazing time to be a monster hunter"
Destiny 2,PlayStation4,5,"Could be fun to pass the campaign but there is nothing more. Everything after that is boring without any  reason! You power up to kill more powerful enemies so you can power up more. Other thing is that game never become more challenging. At begin you have bad weapons and weak enemies, a and later great weapons with powerful enemies. Killing them when you are level 1 is same challengingCould be fun to pass the campaign but there is nothing more. Everything after that is boring without any  reason! You power up to kill more powerful enemies so you can power up more. Other thing is that game never become more challenging. At begin you have bad weapons and weak enemies, a and later great weapons with powerful enemies. Killing them when you are level 1 is same challenging like on higher levels!"
Persona 5,PlayStation4,10,"Freaking nice game strongly recommend，played 4 day from morning 8am to he next today 1am。still haven finish the main story。And the main soundtrack - Beneath The Mask , this song is absolutely amazing。psn id ：LUMRED"
God of War,PlayStation4,10,"Made an account just to post this. 25 years of playing games, this is, BY FAR, the BEST game I have ever played. Thanks Santa Monica for knocking it out of the park."
Final Fantasy XV,PlayStation4,10,"This game has its flaws, but it's well worth your time for its scenes alone.Scene: 12/10 the best scenes I've ever seen in a game. Every architecture in game is state of art, especially for Altissa and The Citadal. They put a great deal of efforts to create those various styles of buildings and delicate carvings on them.Story: 6/10 Has a good potential, but is badly unwounded. TheThis game has its flaws, but it's well worth your time for its scenes alone.Scene: 12/10 the best scenes I've ever seen in a game. Every architecture in game is state of art, especially for Altissa and The Citadal. They put a great deal of efforts to create those various styles of buildings and delicate carvings on them.Story: 6/10 Has a good potential, but is badly unwounded. The story picks up in the final few chapters, but for the beginning I really had no idea what they are talking about.Battle: 3/10 very badly executed. Except for dazzled visuals, there's absolutely  No achievement gained after slaying a powerful adversary. All boss fights are extremely boring, basically all you need to do is to attack.Dungeons: 9/10 I especially like the last imperial base. That dungeons is so long and keeps making people wonder what had happened here. But because of the existence of the ring, there's no challenging passing it.Extra bonus: +1 road trip feeling, pretty like the yatch travel to Altissa.+1 photo system+1 people's conversation+1 a feeling of reality, especially when you walk on train+1 beautiful cutscenesNegative:-1 most items you picked up is useless.-1 battle system no variation-1 Don't like the king's accompanies, many meaningless conversations.Total:9.5/10"
Gone Home: Console Edition,PlayStation4,4,"DECEPCIONANTE, completamente vacio.EL juego lo puedes acabar en menos de 9 minutos.Exploracion muy pobre, banda sonora (no tiene), jugabilidad nula, es mas un simulador de pasear en una casa, de ir husmeando por ahi, graficamente no se puede calificar.Juego en primera persona, una historia , bueno si es que se puede decir que tiene historia.Juego lo obtuve con PS PLus, si lo se unaDECEPCIONANTE, completamente vacio.EL juego lo puedes acabar en menos de 9 minutos.Exploracion muy pobre, banda sonora (no tiene), jugabilidad nula, es mas un simulador de pasear en una casa, de ir husmeando por ahi, graficamente no se puede calificar.Juego en primera persona, una historia , bueno si es que se puede decir que tiene historia.Juego lo obtuve con PS PLus, si lo se una desgracia de servicio, por regalar titulos asi."
The Last of Us Remastered,PlayStation4,10,"Maravillosos uso de las mecánicas para contar una historia,  Gráficos excelsos, inmersión total, diseño de arte y la maestría de un estudio en forma. Naughty Dog cuenta una de las mejores historias en los videojuegos."
Moonlighter,PlayStation4,10,"Moonlighter = fun, amusement, great game ! i reckon its the first game of Digital Sun and very promising for next artful games, great job guys Spaniards !"
